id_client,genre,espace_client_web,assurance_vie,banque_principale,anciennete_mois,compte_epargne,credit_autres,cartes_bancaires,compte_courant,compte_joint,PEA,assurance_auto,assurance_habitation,credit_immo,type,compte_titres,methode_contact,agios_6mois,age,segment_client,var_0,branche,churn
6983,F,0.0,non,non,23.0,oui,permanent,medium,non,oui,oui,oui,non,non,pro,non,telephone,83.2,70.0,C1,1708.5348658008131,NORD-EST,non
2644,H,0.0,non,non,18.0,non,bail,basic,non,oui,oui,non,non,non,pro,oui,sms,33.5,23.0,B4,1645.58574018341,NORD-EST,oui
2873,H,0.0,non,non,25.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,oui,telephone,94.7,20.0,C2,9108.320670770416,SUD-OUEST,oui
4523,H,1.0,oui,non,10.0,oui,permanent,medium,oui,non,non,non,non,non,pro,non,mail,75.3,23.0,C3,17206.9110312325,NORD-EST,non
1099,H,0.0,oui,oui,5.0,oui,consommation,basic,non,non,non,oui,non,non,pro,oui,courrier,55.7,84.0,D1,8179.247226317593,CENTRE,non
6760,H,0.0,non,oui,4.0,oui,permanent,basic,oui,non,non,non,non,non,pro,oui,mail,49.4,29.0,A4,57.53628651604095,CENTRE,oui
887,F,1.0,non,non,27.0,oui,consommation,medium,oui,oui,oui,non,oui,oui,perso,oui,telephone,110.5,49.0,C1,5703.526654415211,SUD-OUEST,non
5000,H,0.0,non,non,6.0,oui,permanent,basic,non,non,non,oui,non,non,pro,oui,sms,49.5,36.0,C1,2460.6530369198817,NORD-EST,non
4692,F,0.0,oui,oui,16.0,oui,permanent,medium,oui,non,oui,non,oui,oui,pro,non,telephone,100.7,40.0,C3,6589.514364737792,NORD-OUEST,non
4150,H,1.0,oui,non,7.0,oui,permanent,medium,non,non,non,non,oui,oui,pro,oui,mail,89.0,52.0,C2,4169.084523080562,CENTRE,non
3104,H,1.0,non,non,9.0,oui,consommation,medium,non,non,non,non,non,non,pro,oui,mail,74.05,45.0,A1,5761.948332969336,CENTRE,non
6503,H,0.0,oui,oui,70.0,non,bail,basic,non,oui,oui,oui,oui,oui,perso,non,mail,60.35,96.0,A4,8676.681182961172,NORD-EST,non
1124,H,0.0,non,non,12.0,oui,permanent,basic,non,oui,non,non,non,non,pro,oui,telephone,49.05,33.0,A1,22090.34522466316,CENTRE,non
5315,H,0.0,non,non,1.0,oui,permanent,basic,non,non,non,non,non,non,pro,oui,mail,45.6,40.0,C3,1107.6212976512934,NORD-EST,oui
738,H,1.0,non,non,42.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,telephone,79.35,41.0,C1,13068.323191043808,OUTRE-MER,non
6203,F,0.0,oui,oui,69.0,oui,consommation,medium,oui,oui,oui,oui,oui,non,perso,oui,sms,105.1,51.0,A4,9300.204425068318,SUD-OUEST,non
1576,F,1.0,oui,non,68.0,oui,permanent,basic,non,oui,oui,oui,non,non,perso,oui,telephone,60.65,42.0,C1,11908.74386096906,OUTRE-MER,non
4890,H,0.0,oui,oui,53.0,oui,permanent,medium,non,oui,non,oui,oui,non,pro,oui,mail,92.55,24.0,C4,12723.341414995271,CENTRE,non
418,F,0.0,oui,oui,22.0,oui,permanent,medium,non,oui,non,non,non,oui,pro,non,mail,83.3,34.0,C1,1215.7852728668222,NORD-OUEST,oui
5504,H,1.0,oui,non,44.0,oui,consommation,medium,non,oui,non,non,non,oui,perso,non,courrier,88.4,28.0,A2,8836.887539419984,SUD-OUEST,oui
709,H,0.0,oui,oui,29.0,oui,consommation,basic,non,oui,oui,non,oui,oui,pro,non,sms,80.1,58.0,C4,17208.301143646422,CENTRE,non
985,F,1.0,oui,non,33.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,telephone,80.6,36.0,D3,9719.226462367616,SUD-OUEST,oui
1265,H,1.0,non,oui,56.0,oui,permanent,medium,oui,non,non,non,oui,oui,perso,non,sms,94.8,46.0,A1,5637.535340324863,SUD-OUEST,non
4436,F,0.0,non,oui,19.0,oui,permanent,basic,oui,oui,oui,non,non,non,pro,oui,mail,60.6,20.0,C3,12761.350729439971,OUTRE-MER,non
7040,F,0.0,oui,oui,11.0,non,bail,basic,oui,non,non,non,non,non,pro,oui,mail,29.6,51.0,C2,24494.103485518543,CENTRE,non
2171,F,0.0,non,non,2.0,oui,permanent,basic,non,non,oui,non,non,oui,pro,non,mail,60.85,44.0,C2,11679.504376248857,SUD-OUEST,non
4942,H,0.0,oui,oui,4.0,oui,consommation,basic,non,non,non,non,non,non,pro,oui,mail,50.9,44.0,B2,1401.378676519776,CENTRE,oui
5728,F,0.0,non,non,13.0,oui,consommation,medium,non,oui,oui,oui,non,non,pro,non,mail,89.4,28.0,D1,2572.856535968801,NORD-OUEST,oui
6333,F,1.0,non,non,60.0,oui,consommation,medium,non,non,oui,oui,oui,oui,perso,oui,mail,106.0,20.0,A1,9683.3872936523,NORD-EST,oui
3062,H,1.0,oui,non,24.0,non,bail,basic,non,non,oui,oui,non,non,pro,non,courrier,34.25,23.0,B1,8219.19795722125,SUD-OUEST,non
5624,H,1.0,oui,non,29.0,oui,consommation,medium,non,oui,non,non,non,oui,pro,oui,telephone,89.8,37.0,C2,10437.49820418595,SUD-OUEST,non
6237,H,0.0,non,non,1.0,oui,permanent,medium,non,non,non,non,non,non,pro,non,mail,69.95,33.0,C4,203.55131186392373,CENTRE,oui
5225,H,0.0,oui,oui,72.0,oui,consommation,medium,non,oui,oui,non,oui,oui,perso,oui,sms,104.45,28.0,B2,15926.917495451897,SUD-OUEST,non
6176,H,0.0,non,non,43.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,mail,77.85,40.0,C2,4565.901733671844,NORD-EST,oui
6889,H,0.0,non,non,3.0,oui,permanent,medium,non,non,oui,oui,oui,non,pro,oui,courrier,89.85,36.0,D1,2482.57918865386,OUTRE-MER,non
1087,H,0.0,non,non,32.0,oui,consommation,medium,oui,non,non,oui,non,non,pro,non,telephone,87.65,63.0,C4,2774.606811958404,NORD-EST,non
4713,H,0.0,oui,oui,58.0,oui,consommation,medium,non,non,oui,oui,oui,oui,perso,oui,telephone,105.05,30.0,B2,5042.184632223576,NORD-EST,non
2521,H,1.0,oui,non,36.0,oui,consommation,medium,non,non,non,non,non,oui,pro,oui,sms,85.25,31.0,B4,671.2845431788496,NORD-EST,oui
4697,H,0.0,oui,non,72.0,oui,permanent,medium,non,non,oui,non,oui,oui,pro,oui,mail,94.65,23.0,C2,5109.3074522098905,NORD-OUEST,non
3064,F,0.0,non,non,21.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,mail,68.65,44.0,A4,5885.468918919527,CENTRE,non
5834,F,0.0,oui,non,65.0,oui,consommation,medium,oui,non,oui,non,oui,oui,pro,oui,mail,105.05,61.0,B1,6199.533194359405,OUTRE-MER,non
4839,H,1.0,non,non,7.0,oui,consommation,medium,non,non,non,non,non,non,pro,non,courrier,73.75,42.0,D3,380.5834976046263,SUD-OUEST,oui
5415,F,0.0,non,non,18.0,oui,consommation,basic,non,non,non,non,non,non,pro,oui,mail,50.3,48.0,C4,2302.8045048294016,OUTRE-MER,non
6470,H,0.0,oui,oui,8.0,oui,permanent,basic,non,non,non,non,non,non,perso,oui,courrier,43.45,49.0,C4,2532.48185488866,OUTRE-MER,non
5874,F,0.0,non,non,10.0,oui,consommation,medium,non,non,oui,non,oui,oui,pro,oui,mail,100.6,47.0,B4,2333.494547610855,CENTRE,oui
6484,H,0.0,non,non,37.0,oui,consommation,basic,oui,oui,oui,oui,oui,oui,perso,oui,telephone,90.6,51.0,A1,1688.634031755083,SUD-EST,non
2315,H,0.0,oui,oui,35.0,oui,consommation,basic,non,non,non,oui,oui,oui,perso,oui,telephone,73.45,22.0,A1,970.8254882207718,SUD-EST,non
5889,H,1.0,oui,non,59.0,non,bail,basic,non,oui,non,non,oui,oui,pro,oui,mail,50.25,35.0,B1,158.76269216626315,CENTRE,non
5762,H,1.0,oui,non,30.0,oui,consommation,medium,oui,oui,oui,oui,oui,non,pro,oui,telephone,105.7,51.0,A4,8027.1762564126675,CENTRE,non
4250,H,0.0,non,non,63.0,oui,consommation,medium,oui,oui,oui,oui,oui,non,perso,non,sms,104.5,89.0,B2,9591.769409066485,SUD-EST,non
3303,F,0.0,non,non,4.0,oui,consommation,medium,non,oui,non,non,non,non,pro,non,telephone,77.95,21.0,A3,4335.714794599428,OUTRE-MER,oui
1075,F,0.0,oui,oui,59.0,oui,consommation,medium,non,oui,non,oui,non,oui,pro,oui,telephone,96.65,34.0,C4,17077.608277264957,SUD-OUEST,non
834,F,1.0,non,non,4.0,oui,permanent,medium,non,non,non,non,oui,non,pro,oui,mail,78.85,38.0,D3,7284.672261534766,SUD-OUEST,oui
4077,F,1.0,oui,oui,14.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,oui,mail,95.8,62.0,B1,25596.39419751624,SUD-OUEST,non
2323,F,0.0,non,non,29.0,oui,consommation,medium,non,non,oui,non,oui,oui,pro,oui,sms,98.6,29.0,D3,5706.271107815168,SUD-EST,oui
1899,H,0.0,non,non,17.0,oui,permanent,medium,non,oui,oui,non,non,oui,pro,oui,sms,90.95,34.0,B2,556.8624334967781,OUTRE-MER,non
2918,H,1.0,oui,non,8.0,non,bail,basic,non,oui,oui,non,non,oui,pro,oui,courrier,43.35,65.0,A4,15951.87544335246,NORD-EST,non
6563,H,0.0,oui,oui,15.0,oui,consommation,medium,non,non,non,non,non,non,pro,oui,telephone,74.9,36.0,B2,8172.281664105686,CENTRE,oui
1663,H,0.0,oui,non,51.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,oui,mail,94.65,54.0,A3,4665.21790126881,SUD-OUEST,oui
19,F,0.0,non,non,21.0,oui,permanent,medium,non,oui,oui,non,non,oui,pro,oui,mail,90.05,24.0,A4,6679.3905664719005,NORD-EST,non
6036,F,0.0,oui,non,53.0,oui,permanent,medium,oui,oui,oui,oui,oui,oui,perso,non,mail,110.5,61.0,C3,15878.617381244932,SUD-EST,non
2150,H,0.0,non,non,21.0,oui,consommation,medium,non,non,non,non,non,oui,pro,oui,mail,84.1,29.0,A4,9852.24374505081,NORD-OUEST,non
4836,F,0.0,non,non,25.0,oui,consommation,basic,oui,oui,oui,oui,oui,non,pro,oui,telephone,78.35,63.0,C2,10786.51016708172,SUD-EST,non
6442,F,0.0,oui,oui,67.0,oui,permanent,basic,non,oui,non,non,non,non,perso,non,sms,50.55,60.0,B1,21558.200968087916,SUD-OUEST,non
4566,H,0.0,oui,non,68.0,oui,permanent,medium,non,oui,non,oui,oui,oui,perso,oui,mail,100.3,48.0,B1,2706.5337362387527,NORD-EST,non
3687,H,0.0,oui,oui,19.0,oui,permanent,medium,non,oui,non,oui,oui,oui,perso,non,telephone,100.0,41.0,C4,2574.3168724471525,SUD-OUEST,oui
2620,H,0.0,non,non,18.0,oui,permanent,basic,oui,non,oui,oui,oui,non,pro,oui,mail,68.35,49.0,B2,10351.529506653762,NORD-EST,non
1148,F,0.0,non,non,2.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,oui,mail,95.15,42.0,D3,2399.167137116338,CENTRE,oui
2000,F,1.0,non,non,9.0,oui,permanent,medium,non,non,oui,non,non,non,pro,non,sms,75.5,67.0,B2,12490.309035537435,SUD-OUEST,non
6642,H,0.0,non,non,25.0,oui,permanent,basic,oui,oui,non,oui,oui,oui,pro,oui,courrier,79.0,38.0,A4,8993.490016624091,SUD-OUEST,non
3345,F,0.0,oui,non,72.0,oui,consommation,medium,non,oui,oui,non,oui,oui,perso,oui,mail,101.35,21.0,C4,10784.422308325986,CENTRE,non
3991,F,0.0,non,non,4.0,oui,consommation,medium,non,oui,non,oui,non,oui,pro,oui,mail,93.5,36.0,D1,1169.432500732687,OUTRE-MER,oui
1178,H,0.0,non,non,15.0,oui,permanent,medium,non,non,oui,oui,oui,oui,pro,oui,mail,101.35,23.0,D3,1319.8196759550146,SUD-OUEST,oui
304,H,0.0,non,oui,38.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,courrier,81.85,66.0,B2,10836.727941961191,NORD-EST,non
3864,F,0.0,non,non,30.0,oui,consommation,medium,non,oui,non,non,oui,oui,pro,oui,mail,100.2,31.0,A2,2448.909940955741,OUTRE-MER,oui
5414,H,0.0,non,non,64.0,oui,consommation,medium,non,oui,non,oui,oui,oui,perso,oui,sms,105.65,35.0,B2,2068.714768731793,CENTRE,oui
5067,F,0.0,oui,oui,30.0,oui,permanent,basic,oui,non,non,oui,non,oui,pro,non,telephone,66.3,20.0,C1,10699.82697987554,OUTRE-MER,non
3490,H,0.0,oui,oui,8.0,oui,permanent,basic,non,non,oui,non,non,non,pro,oui,mail,51.05,22.0,C3,1602.7355845996683,NORD-EST,oui
6587,H,1.0,non,non,64.0,oui,consommation,medium,oui,oui,non,non,oui,oui,pro,oui,telephone,103.5,52.0,B2,13647.42606536676,SUD-EST,non
3231,F,0.0,non,non,15.0,oui,permanent,basic,oui,oui,oui,oui,oui,oui,pro,non,courrier,84.45,46.0,B1,9479.552892486776,CENTRE,non
857,H,0.0,non,non,1.0,oui,permanent,basic,non,oui,non,non,non,non,pro,non,mail,50.8,31.0,B4,9742.402300182745,CENTRE,oui
5664,F,1.0,non,non,10.0,oui,permanent,medium,non,non,oui,non,non,oui,pro,oui,sms,84.6,34.0,A2,2429.2066913001327,CENTRE,oui
2126,H,0.0,non,non,1.0,oui,permanent,basic,non,non,non,non,non,non,pro,non,courrier,44.45,32.0,C2,1162.2539040799593,NORD-OUEST,non
3101,F,0.0,non,non,58.0,oui,consommation,medium,oui,non,non,non,non,non,pro,oui,telephone,79.8,45.0,C1,5442.501001022367,CENTRE,non
1786,F,0.0,non,non,38.0,oui,permanent,medium,non,oui,oui,oui,non,non,pro,oui,sms,84.25,42.0,B4,4081.487300876274,NORD-EST,oui
5204,H,1.0,oui,non,38.0,non,bail,basic,non,non,non,non,non,non,pro,oui,mail,24.85,37.0,C4,2209.5897590421737,SUD-OUEST,non
5937,F,1.0,oui,non,8.0,oui,consommation,medium,non,non,non,non,non,oui,pro,oui,mail,84.0,23.0,C1,2571.834857387098,CENTRE,oui
2086,H,0.0,oui,oui,17.0,oui,permanent,medium,non,non,non,non,oui,non,pro,non,mail,80.85,21.0,A2,12054.615733564418,SUD-OUEST,oui
5608,F,0.0,oui,oui,13.0,oui,permanent,basic,oui,non,non,oui,non,non,perso,non,telephone,54.15,36.0,B1,12327.505076157257,SUD-EST,non
5523,F,0.0,oui,non,7.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,telephone,69.2,20.0,C4,5516.672323993103,SUD-OUEST,non
6467,H,0.0,non,non,10.0,oui,consommation,medium,non,non,non,non,non,non,pro,non,mail,75.05,52.0,C2,17768.689917066353,NORD-EST,non
1010,H,0.0,non,non,3.0,oui,permanent,basic,oui,non,non,non,non,non,pro,oui,courrier,50.15,49.0,B2,17403.56883246333,CENTRE,non
2392,H,0.0,non,non,20.0,oui,consommation,medium,non,non,oui,non,oui,non,pro,oui,sms,90.7,51.0,A1,7616.156956614363,SUD-OUEST,non
4521,F,0.0,oui,non,46.0,non,bail,basic,oui,oui,non,non,oui,non,pro,non,mail,45.55,26.0,C4,1146.0216656066036,CENTRE,non
4641,F,0.0,non,non,1.0,non,bail,basic,non,non,non,non,non,non,pro,non,courrier,24.4,30.0,C4,5125.210987073538,NORD-OUEST,non
4421,H,0.0,oui,non,34.0,oui,consommation,medium,non,oui,non,non,non,oui,pro,non,courrier,88.85,32.0,C2,11731.502097849592,SUD-OUEST,non
4222,H,0.0,non,non,45.0,oui,permanent,medium,oui,oui,oui,oui,oui,oui,perso,non,sms,112.2,69.0,D1,7026.416076078045,SUD-OUEST,non
5045,F,0.0,non,non,35.0,oui,consommation,medium,non,non,non,oui,non,non,pro,non,sms,80.05,76.0,C4,14820.10907388443,SUD-EST,non
65,F,0.0,non,non,3.0,oui,permanent,basic,non,oui,non,oui,oui,oui,pro,oui,mail,75.3,43.0,B1,18683.30593125708,SUD-EST,non
5652,F,0.0,non,non,1.0,oui,permanent,basic,non,oui,non,non,non,non,pro,oui,mail,48.6,36.0,A1,2416.0774636414744,NORD-OUEST,non
697,H,0.0,oui,oui,3.0,oui,permanent,basic,non,non,oui,non,non,non,pro,oui,mail,50.15,27.0,D2,5761.948332969336,OUTRE-MER,oui
6346,H,1.0,oui,oui,1.0,oui,permanent,basic,non,non,non,oui,non,non,pro,oui,sms,49.25,31.0,D3,8764.354826974473,CENTRE,oui
5637,H,0.0,oui,oui,64.0,oui,consommation,medium,non,non,oui,non,non,oui,perso,non,sms,90.25,37.0,B2,2622.06693925149,CENTRE,non
6207,H,1.0,non,non,46.0,oui,permanent,medium,oui,non,non,non,non,oui,pro,non,mail,85.0,40.0,B3,9581.71337345067,SUD-OUEST,oui
4646,F,0.0,non,non,1.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,courrier,70.7,43.0,C4,6490.964639549082,CENTRE,non
2087,F,0.0,non,non,4.0,non,bail,basic,oui,oui,non,non,non,non,pro,oui,mail,33.65,38.0,B1,4499.355348982926,CENTRE,oui
1334,F,1.0,non,non,1.0,non,bail,basic,non,non,non,non,non,non,pro,oui,mail,25.2,66.0,D3,4659.726879601518,OUTRE-MER,oui
5189,H,0.0,non,non,1.0,oui,consommation,basic,non,oui,non,non,non,non,pro,non,mail,54.3,62.0,C4,1090.2846980454383,NORD-EST,non
4618,H,1.0,non,non,4.0,oui,permanent,medium,non,non,oui,non,oui,oui,pro,oui,mail,94.75,56.0,B1,16331.74022512023,SUD-EST,non
258,F,0.0,oui,non,2.0,oui,permanent,basic,non,non,non,non,non,non,pro,oui,sms,44.6,30.0,C4,5728.845023367696,NORD-EST,oui
5039,F,1.0,non,non,2.0,oui,permanent,medium,non,non,non,non,non,oui,pro,oui,mail,79.6,58.0,B4,5823.899034631302,SUD-OUEST,oui
6201,F,1.0,non,non,5.0,oui,permanent,medium,oui,oui,non,non,non,non,pro,non,mail,80.7,25.0,C3,21295.052695006398,SUD-EST,non
758,F,0.0,non,oui,15.0,oui,permanent,medium,non,oui,non,non,non,oui,pro,oui,telephone,85.9,60.0,B1,584.2702702776332,CENTRE,oui
4893,H,0.0,non,non,2.0,oui,permanent,basic,non,non,non,non,non,non,pro,non,courrier,44.65,55.0,A3,3777.180107525199,OUTRE-MER,oui
5198,F,1.0,oui,non,47.0,oui,consommation,medium,oui,non,non,non,non,non,pro,non,mail,80.35,38.0,C2,1193.4272931106063,CENTRE,oui
6473,F,0.0,non,non,1.0,oui,permanent,medium,non,non,oui,non,oui,oui,pro,non,mail,94.4,24.0,C1,5077.0758568999945,OUTRE-MER,oui
5621,F,0.0,oui,non,29.0,oui,consommation,medium,non,non,non,non,non,non,pro,oui,sms,74.75,30.0,A1,3925.0307036021295,CENTRE,oui
1068,H,0.0,oui,non,49.0,oui,consommation,medium,non,oui,non,non,oui,oui,pro,oui,telephone,99.05,37.0,A1,1706.8349901445408,CENTRE,oui
5386,H,0.0,non,non,10.0,oui,permanent,basic,non,non,non,non,non,non,pro,oui,sms,45.8,69.0,B2,4346.16617895715,OUTRE-MER,non
6267,F,0.0,non,non,1.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,mail,70.1,34.0,C4,3239.089502265954,CENTRE,oui
6816,H,0.0,non,non,1.0,oui,permanent,medium,non,non,non,non,non,non,pro,oui,mail,70.3,38.0,C2,189.00208953495348,SUD-OUEST,oui
5300,F,0.0,oui,oui,1.0,oui,permanent,medium,non,non,non,non,oui,non,pro,oui,courrier,80.05,27.0,A3,20619.424949160464,CENTRE,oui
6111,F,0.0,non,non,40.0,oui,consommation,medium,non,non,non,non,non,oui,pro,non,telephone,83.85,40.0,A1,4721.790244303337,NORD-EST,non
2695,H,0.0,oui,non,52.0,oui,consommation,basic,oui,oui,oui,oui,non,oui,perso,oui,sms,81.4,50.0,C4,11738.200781462914,NORD-EST,non
6057,H,0.0,non,non,19.0,oui,permanent,basic,non,non,non,oui,oui,non,pro,oui,sms,61.55,58.0,A4,2655.769459278753,NORD-EST,non
1859,H,0.0,non,non,52.0,oui,permanent,medium,non,oui,non,non,non,oui,pro,oui,mail,85.35,20.0,A1,3502.3741526552158,SUD-OUEST,oui
4986,F,0.0,non,non,12.0,oui,consommation,medium,non,non,non,oui,non,non,pro,oui,sms,79.55,74.0,A4,14705.492959172312,SUD-EST,non
1820,F,0.0,oui,non,6.0,oui,permanent,basic,non,non,non,non,non,non,pro,non,courrier,45.65,27.0,B1,4179.852142779572,NORD-EST,non
4286,H,0.0,oui,non,9.0,oui,consommation,medium,oui,non,non,non,non,oui,pro,oui,mail,88.05,38.0,B2,2248.563057997287,SUD-OUEST,non
4391,F,0.0,non,non,9.0,oui,permanent,basic,non,non,non,oui,oui,non,pro,oui,telephone,59.5,30.0,C3,5761.948332969336,SUD-EST,non
2819,F,0.0,non,non,4.0,oui,permanent,basic,oui,oui,non,non,non,non,pro,non,mail,55.2,30.0,B1,726.7222050088171,NORD-EST,non
5423,H,0.0,non,non,13.0,oui,permanent,medium,non,non,non,non,non,oui,pro,oui,mail,80.85,47.0,B4,3125.8525455728823,CENTRE,oui
2270,F,1.0,non,non,3.0,oui,permanent,medium,non,non,oui,non,oui,non,pro,oui,mail,86.85,25.0,A3,4872.0445102783815,SUD-OUEST,oui
5958,H,0.0,oui,non,11.0,oui,permanent,basic,non,non,non,non,oui,non,pro,oui,telephone,55.05,44.0,B1,7959.896516159341,NORD-EST,non
4118,F,0.0,non,non,40.0,oui,permanent,medium,non,oui,non,non,non,non,pro,non,sms,74.8,48.0,C4,4042.130903897772,OUTRE-MER,non
1795,F,0.0,oui,non,19.0,oui,consommation,medium,non,non,oui,non,non,oui,pro,non,courrier,89.65,76.0,D3,1370.7475868337997,NORD-EST,oui
1435,F,1.0,oui,non,65.0,oui,consommation,medium,oui,oui,oui,non,oui,oui,pro,oui,sms,109.4,83.0,D1,5761.948332969336,CENTRE,non
6314,F,0.0,non,non,6.0,oui,consommation,medium,non,non,non,non,non,non,pro,oui,courrier,73.85,37.0,C1,3571.3386293905,NORD-OUEST,non
951,F,0.0,non,non,8.0,oui,permanent,medium,non,oui,non,non,non,non,pro,non,mail,75.6,62.0,B1,8619.019217291985,NORD-EST,non
2350,F,0.0,non,non,5.0,oui,consommation,medium,non,non,non,non,oui,non,pro,oui,mail,84.0,40.0,C2,10019.618263632929,SUD-EST,non
3115,F,0.0,non,non,13.0,oui,consommation,medium,non,oui,oui,non,non,non,pro,oui,mail,84.45,52.0,A1,766.4288930852683,NORD-OUEST,oui
1065,F,0.0,non,non,23.0,oui,consommation,medium,oui,non,non,non,oui,non,pro,oui,telephone,90.05,38.0,A3,2509.086210722619,CENTRE,oui
4709,F,1.0,non,non,56.0,oui,consommation,medium,oui,oui,non,non,non,oui,pro,oui,mail,96.85,76.0,C4,7769.724198746921,SUD-OUEST,non
5100,F,0.0,non,non,1.0,oui,permanent,medium,non,non,oui,non,non,non,pro,non,mail,75.3,28.0,D2,4932.430844670084,SUD-EST,oui
4473,F,1.0,oui,non,26.0,oui,consommation,medium,non,non,oui,non,oui,oui,pro,oui,telephone,98.1,26.0,A1,8451.320738057013,OUTRE-MER,non
5019,H,1.0,non,non,14.0,oui,consommation,medium,non,non,non,non,oui,oui,pro,oui,mail,95.6,42.0,A1,9588.764437600355,OUTRE-MER,non
5188,H,1.0,oui,non,30.0,oui,consommation,medium,non,non,non,oui,oui,oui,pro,oui,mail,101.5,53.0,A4,5209.741726131733,NORD-EST,non
9,H,0.0,non,oui,62.0,oui,permanent,basic,oui,oui,non,non,non,non,perso,non,telephone,56.15,35.0,B1,15097.35600931913,CENTRE,non
2224,H,1.0,oui,non,17.0,oui,permanent,medium,non,oui,non,non,non,non,pro,oui,mail,76.45,39.0,D3,3379.470023512757,CENTRE,oui
536,F,0.0,oui,non,63.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,telephone,81.55,37.0,A4,1607.0790717025145,CENTRE,non
3344,H,0.0,non,non,10.0,oui,consommation,medium,non,non,non,non,non,non,pro,oui,courrier,64.76161542923434,41.0,B1,6520.1304177317725,NORD-EST,oui
6874,F,0.0,oui,non,31.0,oui,permanent,basic,non,non,non,oui,non,non,pro,oui,courrier,49.2,67.0,C3,11012.30659152073,SUD-EST,non
6523,F,0.0,non,non,15.0,non,bail,basic,oui,oui,oui,oui,non,non,perso,non,courrier,45.9,32.0,D1,5003.688996023866,CENTRE,non
5650,H,0.0,oui,oui,39.0,oui,permanent,basic,oui,oui,oui,non,non,non,perso,non,mail,59.8,72.0,A4,19642.286749683357,NORD-EST,non
6905,H,0.0,non,oui,30.0,non,bail,basic,non,non,non,non,oui,oui,pro,oui,mail,44.5,37.0,B1,20139.916721820045,OUTRE-MER,non
6120,H,0.0,non,non,6.0,oui,permanent,basic,non,oui,non,non,oui,non,pro,non,mail,59.45,41.0,C1,6527.234937056697,CENTRE,non
924,F,1.0,non,non,22.0,oui,permanent,medium,oui,oui,non,non,non,non,pro,non,mail,81.7,30.0,C3,3676.894725533136,SUD-EST,non
6923,F,0.0,oui,non,53.0,oui,consommation,basic,oui,oui,oui,non,non,oui,perso,non,telephone,74.1,46.0,C4,8489.797195064077,CENTRE,non
6001,F,0.0,non,non,1.0,non,bail,basic,non,non,non,non,non,non,pro,oui,courrier,24.9,50.0,C3,9619.462204719452,NORD-EST,non
5053,F,0.0,oui,oui,16.0,oui,consommation,medium,non,oui,non,non,non,non,pro,oui,sms,79.95,40.0,B2,2926.9208559717317,SUD-OUEST,non
3577,H,0.0,non,non,36.0,oui,permanent,basic,non,oui,non,oui,non,oui,perso,oui,courrier,65.4,27.0,A4,6195.922735099675,CENTRE,oui
4481,H,0.0,oui,non,42.0,non,bail,basic,oui,non,non,non,oui,non,pro,oui,telephone,40.15,68.0,C4,5761.948332969336,CENTRE,non
3381,F,0.0,non,non,41.0,oui,permanent,basic,oui,non,oui,oui,oui,oui,perso,oui,telephone,79.85,52.0,C4,4742.351062660726,SUD-OUEST,non
5820,H,0.0,oui,non,60.0,oui,permanent,basic,oui,non,non,non,oui,non,perso,oui,courrier,59.8,59.0,A4,2524.709612458748,NORD-EST,non
3485,H,0.0,non,non,2.0,oui,consommation,medium,non,non,non,non,non,non,pro,oui,sms,73.25,41.0,C3,11322.930734194802,NORD-EST,oui
6914,H,1.0,oui,non,43.0,oui,consommation,medium,non,oui,oui,non,oui,oui,pro,oui,mail,103.0,40.0,A4,3252.0480726134056,OUTRE-MER,oui
2489,F,0.0,oui,oui,68.0,oui,consommation,basic,oui,oui,oui,oui,non,oui,perso,oui,mail,64.76161542923434,52.0,D1,11476.971160653116,OUTRE-MER,non
2609,H,0.0,oui,non,61.0,oui,consommation,medium,non,oui,oui,non,oui,oui,pro,oui,mail,105.55,32.0,C1,7980.954709810907,CENTRE,oui
3794,H,0.0,oui,non,8.0,oui,permanent,basic,non,oui,oui,non,non,non,pro,oui,courrier,54.75,67.0,C4,481.9260316527116,NORD-EST,non
1134,F,0.0,oui,oui,29.0,oui,permanent,medium,oui,oui,non,non,non,non,pro,non,mail,81.95,31.0,C3,4761.007030105008,SUD-OUEST,non
5035,H,0.0,non,non,20.0,oui,permanent,medium,non,non,non,non,oui,non,pro,non,mail,78.8,44.0,C3,5636.207736091619,SUD-OUEST,non
2107,H,0.0,oui,non,33.0,oui,consommation,medium,non,oui,oui,non,non,oui,pro,oui,mail,93.35,32.0,C1,7961.388934385915,NORD-EST,non
2172,F,0.0,non,non,1.0,oui,permanent,basic,non,non,non,non,non,non,pro,non,sms,43.95,57.0,B1,11593.857219591351,NORD-EST,non
3055,H,0.0,non,oui,49.0,oui,consommation,medium,non,non,non,non,non,non,pro,non,sms,75.2,40.0,C4,419.8050423391878,SUD-EST,oui
