churn,id_client,genre,espace_client_web,assurance_vie,banque_principale,anciennete_mois,compte_epargne,compte_courant,compte_joint,PEA,assurance_auto,assurance_habitation,credit_immo,type,compte_titres,agios_6mois,age,var_0,credit_autres_consommation,credit_autres_permanent,cartes_bancaires_medium,methode_contact_mail,methode_contact_sms,methode_contact_telephone,segment_client_A2,segment_client_A3,segment_client_A4,segment_client_B1,segment_client_B2,segment_client_B3,segment_client_B4,segment_client_C1,segment_client_C2,segment_client_C3,segment_client_C4,segment_client_D1,segment_client_D2,segment_client_D3,branche_NORD-EST,branche_NORD-OUEST,branche_OUTRE-MER,branche_SUD-EST,branche_SUD-OUEST
1,609,0,1.0,1,0,65.0,1,1,0,1,0,1,1,1,0,105.25,38.0,411.6803603938911,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,6192,0,1.0,0,0,18.0,1,0,1,0,0,0,0,1,1,74.7,46.0,346.31712422268674,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,6480,0,0.0,0,1,13.0,1,0,0,1,1,0,0,1,0,53.45,51.0,6903.772795707739,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,6941,0,0.0,1,1,61.0,0,1,1,0,1,0,1,0,1,50.7,59.0,13974.113136271562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,6676,0,0.0,1,1,41.0,1,1,1,0,0,1,0,1,1,94.3,60.0,18767.96814650784,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1777,0,0.0,0,0,28.0,1,0,0,0,1,0,0,1,1,54.9,45.0,9841.634763737738,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2010,1,0.0,0,0,5.0,1,0,0,0,0,0,0,1,1,75.9,40.0,5635.135624199911,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,6434,1,0.0,0,0,1.0,1,0,0,1,0,0,0,1,1,50.5,30.0,510.2204054436304,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2770,1,0.0,1,1,17.0,1,0,0,0,0,1,1,1,1,92.55,34.0,2983.507733503622,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6926,0,0.0,0,0,56.0,1,0,1,0,0,0,0,1,1,73.85,24.0,11174.852275959418,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3676,1,0.0,0,0,30.0,1,1,1,0,1,1,0,0,0,70.4,28.0,23386.130357056045,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,683,0,1.0,0,0,40.0,1,0,0,1,1,1,1,0,1,103.75,40.0,12928.717281529016,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1356,0,0.0,0,0,9.0,1,0,0,0,0,0,0,1,1,75.2,27.0,5354.282869515115,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1887,0,0.0,0,0,16.0,1,0,0,0,0,0,0,1,0,72.65,25.0,9623.208224094573,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,5482,1,0.0,1,1,33.0,1,0,0,1,1,1,1,0,1,73.9,26.0,6080.571211191307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6266,1,1.0,0,0,33.0,1,0,1,1,0,0,0,1,1,83.85,25.0,1412.554759267316,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,209,1,0.0,1,0,64.0,1,0,1,1,1,1,1,0,1,102.45,48.0,1213.2697060567968,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,4406,0,0.0,0,0,37.0,1,1,1,1,1,1,0,1,1,78.9,60.0,8617.349684441047,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,2449,1,0.0,1,1,11.0,1,0,0,1,0,1,0,1,1,59.65,43.0,11106.35004412543,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,5940,1,0.0,1,1,56.0,1,0,1,1,1,0,0,0,1,85.85,71.0,1134.1528284340056,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2960,1,0.0,0,0,22.0,1,1,0,0,0,1,1,1,1,100.75,33.0,8182.856809868402,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,6745,0,0.0,0,0,54.0,1,0,0,0,1,1,1,1,1,100.1,28.0,1275.4332251726555,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3858,1,0.0,0,0,47.0,1,1,1,1,1,1,1,0,1,86.95,30.0,7628.558799942476,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,4389,1,0.0,0,0,30.0,1,1,0,0,0,1,1,1,1,100.4,30.0,14609.833917100372,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,818,1,0.0,1,0,21.0,1,0,1,1,1,1,1,1,1,111.2,23.0,2644.934244810804,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3589,1,0.0,1,1,31.0,1,0,0,0,0,0,1,1,0,59.7,33.0,9807.007562014956,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,3364,0,0.0,1,0,21.0,1,1,0,1,0,1,1,1,1,103.9,36.0,10783.5723166679,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4680,1,1.0,0,0,18.0,1,1,1,0,0,0,0,1,1,58.4,42.0,3889.8257050898646,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,2401,1,1.0,0,1,11.0,1,0,1,0,1,0,0,1,1,54.55,62.0,4002.5733710391314,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,6936,1,0.0,1,1,5.0,1,0,1,0,0,0,0,1,1,80.15,23.0,1481.9261427641593,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2771,0,0.0,1,1,13.0,1,1,0,1,0,0,1,1,1,63.15,58.0,19420.992435024065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,195,0,0.0,1,0,20.0,1,1,1,0,1,1,0,1,1,96.55,36.0,5706.002330844653,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3711,0,0.0,1,1,55.0,1,1,1,0,1,0,1,0,1,75.75,86.0,4092.889928370713,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2337,0,1.0,0,0,56.0,1,0,1,1,0,1,1,0,1,104.75,24.0,6213.466012424678,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1916,0,0.0,0,0,44.0,1,0,1,1,0,0,0,1,1,84.8,39.0,1361.1620887664758,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2891,0,0.0,0,0,1.0,1,0,0,0,0,0,1,1,1,79.7,37.0,3970.693357246168,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5559,0,0.0,0,0,13.0,0,0,1,0,0,0,0,1,1,31.65,54.0,2452.4550328648147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1109,1,0.0,1,0,40.0,1,0,1,0,0,0,0,1,1,50.15,23.0,3155.054252824393,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7025,0,0.0,0,0,18.0,1,0,0,1,1,0,1,1,1,95.05,44.0,5246.847310702571,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,5635,0,0.0,1,0,22.0,1,0,1,1,0,0,0,1,1,54.7,38.0,3550.529248710243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,228,1,0.0,0,0,30.0,1,0,0,0,1,0,1,1,1,89.9,52.0,7546.8224418693635,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,5845,0,0.0,0,0,3.0,1,0,0,0,0,0,0,1,1,75.8,52.0,14437.71876553387,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,469,0,0.0,1,1,13.0,1,0,0,0,0,0,1,1,0,55.95,56.0,2103.084307995184,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,4339,1,0.0,1,0,38.0,1,0,0,1,1,0,1,0,0,69.0,69.0,2073.3025631285564,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5516,1,0.0,0,0,4.0,1,0,0,0,0,0,0,1,0,51.75,38.0,5622.366344418668,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1224,1,0.0,1,1,1.0,1,0,0,0,0,0,0,1,1,45.85,30.0,4023.183067527809,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1948,0,0.0,0,0,2.0,1,0,0,0,0,0,1,1,0,80.75,38.0,6541.802101727613,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,4248,0,0.0,1,0,56.0,1,0,1,1,1,0,0,1,0,90.55,52.0,3458.585852060924,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,4782,1,0.0,0,0,5.0,1,0,0,0,0,0,1,1,0,78.75,57.0,13965.81892453795,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6519,1,0.0,1,1,63.0,1,0,1,0,0,0,1,0,1,91.35,63.0,609.0144629264714,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1282,1,0.0,0,0,1.0,1,0,0,0,0,1,1,1,1,62.8,40.0,6059.97484568396,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1871,0,0.0,1,1,51.0,1,1,1,0,0,0,1,1,1,93.8,29.0,770.3755714254062,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,270,0,1.0,0,0,29.0,1,0,0,0,1,1,1,1,1,94.45,28.0,5908.089728909677,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,3152,0,0.0,0,0,26.0,1,1,0,1,1,0,1,0,1,95.85,72.0,655.4354569297375,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,3926,1,0.0,0,0,11.0,0,0,1,1,0,0,0,1,0,34.7,44.0,23296.617666881317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4239,1,0.0,1,1,56.0,0,0,1,1,0,0,0,0,1,36.1,78.0,11631.199359711882,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4899,0,0.0,0,1,4.0,1,0,1,1,0,0,0,1,0,84.05,70.0,1626.1008833351152,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4090,0,0.0,0,1,1.0,1,1,0,0,0,0,0,1,0,49.9,85.0,686.3743871960951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,2794,0,0.0,0,0,28.0,1,1,1,0,0,0,0,1,0,56.05,60.0,4997.675527609598,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2122,0,0.0,0,0,12.0,1,0,0,0,1,1,1,0,1,75.85,52.0,11148.858784383054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,288,1,1.0,0,0,8.0,1,0,1,0,0,0,0,1,1,74.5,56.0,766.3818519475738,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1876,1,0.0,1,0,47.0,1,0,0,0,0,1,1,0,1,95.2,38.0,8710.615335672792,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,2326,0,0.0,1,0,72.0,1,0,1,1,1,1,1,0,0,109.15,46.0,1794.2714086560254,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6496,1,1.0,1,0,40.0,1,1,0,0,0,1,1,1,0,101.85,40.0,2860.0248646480504,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4157,1,0.0,0,0,11.0,1,0,0,0,0,0,0,1,0,45.2,79.0,5476.085337584793,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1934,0,0.0,0,0,3.0,1,1,1,0,0,0,0,1,1,79.1,38.0,7102.534891864739,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1436,0,0.0,0,0,2.0,1,0,0,1,0,1,0,1,1,91.4,53.0,9934.99676211964,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5277,0,0.0,0,0,6.0,1,0,0,0,0,1,1,1,0,89.3,38.0,5618.738974054322,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,5715,1,0.0,0,0,32.0,1,1,1,0,1,1,1,1,1,108.15,25.0,1497.3811132896042,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,5116,1,0.0,0,0,1.0,1,0,0,0,0,0,0,1,0,70.4,33.0,5688.467243037085,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1446,1,0.0,0,1,1.0,1,0,0,0,0,0,0,1,1,50.05,32.0,2091.5283348780317,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2464,0,0.0,0,0,1.0,1,0,0,0,0,0,0,1,1,77.15,25.0,6976.009952422117,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,5062,0,0.0,1,0,39.0,0,1,0,1,0,1,1,1,0,55.9,25.0,9310.739057105518,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2686,1,1.0,0,0,19.0,1,0,0,1,0,0,0,1,1,79.85,23.0,10377.540815538769,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4366,1,1.0,1,1,24.0,1,1,0,0,0,0,0,1,1,79.85,75.0,5954.5499816975735,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,261,1,1.0,0,0,13.0,1,0,1,1,0,1,1,1,1,106.9,46.0,4108.357300194199,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1675,0,0.0,0,0,29.0,1,0,0,0,0,1,0,1,1,78.9,32.0,2080.398780056168,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2614,0,0.0,1,1,67.0,1,1,0,0,1,0,1,0,1,94.35,78.0,629.8810087266488,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2438,0,0.0,0,0,8.0,1,1,0,0,1,1,1,1,1,103.35,36.0,13104.359131103336,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1166,0,0.0,0,0,5.0,1,1,0,0,0,0,0,1,1,53.8,75.0,4211.354857389712,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3145,0,0.0,0,0,4.0,1,0,1,0,0,0,0,1,1,76.65,22.0,641.0138742166805,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1737,0,0.0,1,0,7.0,1,0,0,0,0,0,0,1,1,44.25,64.0,14124.432787287584,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5891,1,0.0,0,0,11.0,0,0,0,1,0,1,0,0,1,41.6,28.0,2698.4837666811045,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,3458,0,0.0,0,0,26.0,1,0,0,0,0,1,1,1,1,88.8,24.0,2774.7550359653105,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3891,1,0.0,1,0,42.0,1,1,0,0,0,0,0,0,0,56.1,59.0,7420.009152430138,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3127,0,0.0,0,0,29.0,0,0,1,0,0,0,0,1,1,30.6,36.0,5756.91476853914,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2516,0,1.0,0,0,16.0,1,0,0,0,0,1,1,1,1,96.4,45.0,8191.357695447768,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2492,1,0.0,1,0,13.0,0,1,0,0,1,1,1,1,1,54.45,43.0,4481.89243235509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,3880,1,0.0,1,1,26.0,1,0,0,1,1,1,1,0,1,82.0,67.0,6545.329044689976,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,190,1,0.0,1,1,43.0,1,1,0,0,1,0,1,0,1,71.9,58.0,2921.4136352920887,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4465,1,0.0,0,0,31.0,0,0,0,1,0,1,1,0,1,50.05,31.0,4690.883938353882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4862,0,0.0,0,0,2.0,1,0,0,0,0,0,0,1,1,70.95,28.0,6647.810209055577,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,602,0,0.0,1,1,66.0,1,0,0,0,0,0,0,0,1,74.25,77.0,2778.956682127835,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5606,1,0.0,0,1,15.0,1,0,0,1,1,0,0,0,0,55.2,35.0,4245.242927408419,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,264,0,0.0,1,0,45.0,1,1,1,1,1,1,1,0,0,113.3,46.0,1371.0501260256935,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,4184,1,1.0,1,0,5.0,1,0,0,1,0,0,0,1,1,79.9,30.0,11332.471685391767,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1563,1,1.0,0,0,4.0,1,0,0,0,0,0,0,1,0,69.35,33.0,13231.378542338636,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3166,1,0.0,1,0,14.0,1,0,0,0,1,0,0,1,0,48.8,31.0,2636.3042631703056,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1372,1,0.0,0,0,23.0,1,0,1,0,0,1,1,1,0,95.3,60.0,15084.402269403276,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6654,0,0.0,1,0,7.0,1,0,0,0,0,1,0,1,1,64.76161542923434,28.0,10090.627545330502,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,6702,1,0.0,1,1,18.0,1,0,0,0,1,0,1,1,1,85.6,55.0,20440.23281687291,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1297,0,0.0,0,0,5.0,1,0,0,0,0,0,0,1,0,75.6,50.0,7321.576240269701,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,3824,1,0.0,0,0,4.0,1,0,0,0,0,0,1,1,1,55.3,25.0,11546.870902835422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3863,1,0.0,1,0,17.0,1,0,1,1,0,1,1,1,1,102.55,53.0,11847.638521226509,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,2088,0,0.0,0,0,36.0,1,0,0,1,0,0,0,0,0,55.8,42.0,1111.095710882013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,4829,0,0.0,0,0,12.0,1,0,0,0,0,0,0,1,1,45.0,40.0,14462.03646197112,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,5556,1,0.0,0,0,13.0,1,0,1,1,0,0,0,1,1,79.8,33.0,2209.5211709699925,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2900,0,1.0,1,1,1.0,1,0,0,0,0,0,0,1,1,69.25,39.0,1002.1187924181036,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,2567,1,0.0,1,0,60.0,1,0,1,1,0,1,0,1,1,95.75,21.0,6562.523960932122,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3350,1,0.0,0,0,1.0,1,0,0,0,0,0,0,1,1,44.15,36.0,4909.746920300202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,962,1,1.0,1,0,8.0,1,1,0,0,0,1,0,1,0,60.9,27.0,1994.6579184605723,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2049,0,0.0,1,0,69.0,1,0,1,1,0,0,0,1,1,85.4,49.0,7743.055771562993,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,397,0,0.0,0,0,34.0,1,0,1,0,0,0,0,1,1,73.95,50.0,7449.098290227417,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4783,0,1.0,1,1,71.0,1,1,1,0,0,1,0,0,0,69.2,52.0,5203.316132807051,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,6161,1,0.0,0,0,7.0,1,1,0,0,0,0,0,1,0,74.35,40.0,5446.310884812945,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,6483,1,0.0,1,1,13.0,1,0,0,1,0,1,1,1,0,97.0,55.0,751.0574278303798,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1251,0,0.0,0,0,1.0,1,0,1,0,0,0,0,1,0,75.8,28.0,4393.334773256471,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,5576,0,0.0,0,0,1.0,1,0,0,0,0,1,0,1,1,53.55,27.0,2774.6353109887323,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1190,1,0.0,0,0,38.0,1,1,1,0,0,1,1,0,1,104.85,36.0,3228.562956730012,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,237,1,0.0,1,0,18.0,1,0,0,0,0,0,0,1,1,73.15,40.0,13436.443920555264,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,3618,1,0.0,1,1,47.0,1,0,1,0,0,0,0,1,0,54.25,34.0,3184.1098671421823,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6015,0,0.0,0,0,3.0,1,1,0,0,0,0,0,1,1,74.55,71.0,15024.2459843151,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,2864,1,0.0,0,0,4.0,1,0,1,0,1,1,0,1,1,63.75,42.0,13783.838399732756,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4930,0,0.0,0,0,1.0,1,0,0,0,0,0,0,1,1,44.55,30.0,17617.978199303492,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,476,1,1.0,1,1,35.0,1,0,1,0,1,1,1,1,1,76.05,56.0,22078.71622319079,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,996,0,0.0,0,0,34.0,1,0,0,0,0,0,0,1,1,70.0,46.0,8821.064133522068,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1189,1,0.0,0,0,3.0,1,0,0,1,0,0,1,1,0,85.7,57.0,6595.9869656543215,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,6546,1,0.0,0,0,24.0,1,1,0,0,0,0,0,1,1,51.15,54.0,257.20794839877,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3545,0,0.0,0,0,50.0,1,0,0,0,0,1,1,1,1,95.7,23.0,5698.676203180951,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2669,0,0.0,0,0,19.0,1,1,1,0,0,0,1,1,1,95.15,23.0,5501.248675982796,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,5125,0,0.0,1,0,11.0,1,0,0,0,0,1,1,1,1,94.0,58.0,1106.4814262037517,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4261,1,0.0,0,0,57.0,1,0,1,0,1,0,0,0,1,54.65,51.0,6665.519091984894,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
